,listing_id,accessories_vectors,years of warranty,better loan offer,well maintained,low fuel consumption,reg_date,power,engine_cap,mileage,no_of_owners,depreciation,coe,dereg_value,omv,arf,type_of_vehicle_bus/mini bus,type_of_vehicle_hatchback,type_of_vehicle_luxury sedan,type_of_vehicle_mid-sized sedan,type_of_vehicle_mpv,type_of_vehicle_others,type_of_vehicle_sports car,type_of_vehicle_stationwagon,type_of_vehicle_suv,type_of_vehicle_truck,type_of_vehicle_van,fuel_type_diesel,fuel_type_electric,fuel_type_petrol,fuel_type_petrol-electric,transmission,make,model,price
84,1003644,"[3, 4, 5, 6]",0,0,0,0,9,225.0,3498.0,123400.0,4.0,11970.0,42762.25771324864,99477.75157894738,73659.0,73659.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,mercedes-benz,amg,131800.0
85,1013226,"[2, 3, 4, 6, 9]",5,1,1,0,3,185.0,1998.0,33000.0,1.0,21680.0,32552.0,82489.0,60007.0,80013.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,530i,215400.0
86,1027556,[6],0,1,0,0,12,108.0,1998.0,340000.0,4.0,9300.0,16509.0,8521.0,26727.0,26727.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,toyota,camry,26400.0
87,1031152,"[2, 4, 6, 10]",0,1,0,1,13,97.0,1794.0,97800.0,2.0,6410.0,36888.0,25215.0,18803.0,18803.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,wish,48200.0
88,1024838,"[3, 6]",0,1,0,0,0,152.0,2487.0,8027.0,1.0,16650.0,49500.0,75745.0,40319.0,48447.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,lexus,es,200000.0
89,1002581,"[2, 3, 4, 6, 8, 9, 10]",0,1,0,1,4,88.0,1496.0,21000.0,1.0,8050.0,25801.0,23459.0,16034.0,11034.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,mazda,3,58200.0
90,1010001,"[2, 4, 5, 6]",0,1,0,1,4,95.3,1591.0,40000.0,1.0,8570.0,50889.0,41786.0,17755.0,17755.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,kia,cerato,62500.0
91,1021033,"[2, 4, 6, 9, 10]",0,1,0,0,13,103.0,1799.0,66000.0,3.0,7420.0,32121.0,23294.0,21736.0,21736.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,civic,59200.0
92,1030705,"[1, 2, 4, 6, 7, 10]",0,0,0,0,1,121.0,1998.0,19000.0,1.0,10800.0,30012.0,40405.0,19734.0,19734.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mazda,2,112200.0
93,1027068,"[6, 10]",0,1,1,1,1,125.0,2362.0,19000.0,1.0,14650.0,30890.0,56278.0,34487.0,40282.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,previa,158200.0
94,1018128,[6],0,0,0,0,22,134.00029172744402,1998.0,66000.0,5.0,6160.0,33018.0,25103.0,53994.0,75592.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,e200,51500.0
95,1024395,"[2, 3, 4, 6, 9, 10]",0,0,1,0,8,100.0,1598.0,80000.0,2.0,15130.0,79223.0,31297.0,31108.0,25552.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,316i,48900.0
96,963082,"[2, 6, 9, 10]",0,1,0,0,14,114.0,1998.0,164500.0,2.0,8980.0,52008.0,29552.0,21597.0,23757.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,civic,56100.0
97,1019796,[6],0,0,0,1,10,134.00029172744402,2982.0,66000.0,2.0,10491.1004784689,20162.0,17696.304568527918,24970.0,1249.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,toyota,dyna,43800.0
98,1025322,[6],0,0,0,0,9,135.0,1796.0,139000.0,2.0,9870.0,45721.09589041096,58643.24460431655,52532.0,52532.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,e200,108700.0
99,1025512,[6],0,1,0,0,11,250.0,2480.0,113888.0,6.0,16560.0,33018.0,25103.0,74411.0,74411.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,audi,rs,138500.0
100,994828,"[2, 6, 7]",0,0,1,1,10,150.0,2497.0,127033.0,4.0,8320.0,40714.0,38093.0,38395.0,38395.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,523i,85600.0
101,990250,[6],0,1,1,0,2,103.0,2525.0,66000.0,1.0,17945.751119905162,3913.0,64777.28465817592,3897.0,3897.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,mercedes-benz,250,38500.0
102,974187,[6],0,0,0,1,10,134.00029172744402,1598.0,163000.0,2.0,5030.0,23950.0,21804.0,27237.0,1362.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,volkswagen,caddy,50400.0
103,987006,[6],0,0,0,0,13,125.0,2362.0,66000.0,6.0,7760.0,34991.0,24340.0,26512.0,19948.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,toyota,estima,59400.0
104,1030965,"[1, 6, 7]",0,1,1,1,6,85.0,1560.0,70000.0,1.0,10260.0,55889.0,30424.0,26069.0,13497.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,citroen,c4,51200.0
105,1016071,"[6, 10]",0,0,1,0,4,100.0,1598.0,172569.0,1.0,10140.0,46229.0,37201.0,21024.0,16434.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,opel,mokka,69100.0
106,1023418,[6],0,1,1,1,13,80.0,1598.0,120383.0,4.0,9020.0,16170.0,6743.0,16084.0,16084.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,toyota,corolla,20700.0
107,961153,[6],0,0,1,0,12,80.0,1498.0,135000.0,3.0,7280.0,13943.0,7587.0,20880.0,20880.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,nissan,latio,21800.0
108,1030375,[6],0,1,0,0,1,331.0,2894.0,10000.0,2.0,32670.0,41510.0,133542.0,86726.0,128107.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,audi,rs,394800.0
109,1028408,"[1, 6, 11]",0,1,0,0,5,100.0,1499.0,84800.0,1.0,14480.0,49156.0,43332.0,29796.0,28715.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bmw,x1,91100.0
110,1020286,"[1, 6, 7, 10]",0,0,0,1,1,135.0,1998.0,10232.0,1.0,18800.0,40301.0,73219.0,40234.0,48328.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bmw,x3,216500.0
111,1011764,"[2, 4, 6, 10]",0,0,0,0,5,92.0,1597.0,89000.0,1.0,10910.0,53000.0,41882.0,19541.0,19541.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,honda,civic,72400.0
112,1022520,"[2, 3, 6, 10]",0,0,0,0,9,180.0,1997.0,93000.0,1.0,11970.0,67490.91891891892,55553.62162162163,48559.0,48559.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,bmw,528i,131800.0
113,1013804,[6],0,0,0,0,0,134.00029172744402,1598.0,66000.0,1.0,5660.0,20235.0,19997.0,18306.0,916.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,nissan,nv200,61500.0
114,979550,"[2, 6, 10]",0,1,0,0,7,302.0,2979.0,66000.0,3.0,36320.0,93500.0,121869.0,104655.0,160379.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,maserati,quattroporte,197800.0
115,1024594,"[2, 4, 6, 10]",0,0,0,0,13,70.0,1339.0,66000.0,3.0,6340.0,29670.0,21476.0,29539.0,17724.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,honda,civic,50500.0
116,1031288,"[5, 6]",0,0,0,0,2,250.0,2998.0,66000.0,2.0,32310.0,32909.0,115445.0,83555.0,122399.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,bmw,x5,328700.0
